leiden_res0pt75_dist0pt3_npc50,names,scores,logfoldchanges,pvals,pvals_adj
0,APOC1,-2.3753264,-2.808653,0.017533443095573982,0.019814903161022163
0,CELSR3,-2.4141157,-1.6642423,0.015773455345595853,0.01786896269827163
0,GPX4,-2.4386907,-0.51063895,0.014740584989840929,0.016739308378293936
0,KLRC1,-2.471964,-1.5683408,0.013437312987742466,0.015296358716629165
0,HOXA13,-2.5183387,-2.5920634,0.011790991043979212,0.013454926519771898
0,CLEC9A,-2.5776396,-1.8893317,0.00994777009430539,0.011379278473729824
0,MUC5B,-2.587651,-4.02297,0.00966328086681847,0.011080877081999663
0,TPD52L1,-2.607954,-0.41001686,0.009108521076004272,0.010470334276093146
0,SYT1,-2.7200916,-1.0025947,0.0065263850759425335,0.007539100001519823
0,CDKN2A,-2.8331335,-2.0585704,0.004609413864359001,0.005337815067615732
0,RABEP1,-2.86005,-0.14878768,0.004235741495866232,0.0049172345583199575
0,IL11,-2.871928,-4.201513,0.004079758347367076,0.004747907357109575
0,ANOS1,-2.878041,-2.0009027,0.004001530199937857,0.004668451899927499
0,HOXA9,-2.9027517,-1.7036198,0.003698998975161534,0.004326260646759999
0,HOXA1,-2.9630172,-1.5778605,0.0030463963139681517,0.003580851807646775
0,IL10,-2.974859,-2.5053148,0.0029312320225140234,0.003454140247635872
0,AIRE,-3.1759083,-1.8870819,0.001493681367228018,0.0017645757209822175
0,ZBTB46,-3.1928625,-2.313272,0.0014086998776331734,0.0016683844510352484
0,SUCNR1,-3.2189798,-2.0592382,0.001286475565269138,0.0015274861774967738
0,ZNF365,-3.3071618,-2.8307643,0.0009424645290996438,0.0011218676755018603
0,BCAN,-3.3399522,-5.648223,0.000837928365670604,0.0009999704923651736
0,CCL8,-3.4028537,-2.2481105,0.0006668594667171669,0.000797849719108039
0,SPHK2,-3.4198058,-0.7037535,0.0006266586146581139,0.0007516697960988629
0,OSM,-3.7249167,-3.875048,0.0001953797717237477,0.00023556070164122795
0,TECR,-3.8016005,-1.1246189,0.00014376438216692587,0.00017377704957806245
0,CSRP2,-3.810722,-0.30631423,0.00013856148511818018,0.00016792076620265246
0,CMA1,-4.017181,-1.8287874,5.889849827597989e-05,7.156320127314655e-05
0,PROX1,-4.036005,-1.1769016,5.436901127095966e-05,6.62313410028054e-05
0,H2AFX,-4.2027164,-0.7620565,2.6373118490910202e-05,3.229501977085348e-05
0,IL5RA,-4.238484,-2.2721467,2.2503433981438864e-05,2.7628561615955046e-05
0,GREM1,-4.438856,0.22971699,9.043827970277747e-06,1.1161987679105957e-05
0,NKG7,-4.491862,-2.7271135,7.060319170335346e-06,8.736912113159042e-06
0,TK1,-4.582001,-2.7462273,4.605473917619925e-06,5.714199120009907e-06
0,ZGPAT,-4.8384457,-0.5938376,1.3085843648693265e-06,1.64097878910084e-06
0,IL1A,-4.8466234,-3.9471536,1.2558057087432497e-06,1.5790157571061236e-06
0,GNLY,-4.9372225,-2.8414185,7.92429678601703e-07,9.990578474844052e-07
0,HOXA10,-5.0579753,-2.7234454,4.237315761138796e-07,5.371084032362419e-07
0,EFNA1,-5.0922856,-0.8333344,3.537729761225619e-07,4.496464113861288e-07
0,ATF4,-5.1995845,0.66795254,1.997344907967392e-07,2.5594392399910023e-07
0,RIPK3,-5.213121,-3.0749695,1.85689957388901e-07,2.385988767545057e-07
0,RSBN1,-5.376184,-0.21512273,7.608104743058579e-08,9.802750342017783e-08
0,BATF3,-5.3964987,-2.9086902,6.795393945678656e-08,8.779723858190881e-08
0,ITGB5,-5.4583488,-0.2944744,4.805834944175907e-08,6.226344168006907e-08
0,MATK,-5.646935,-3.9606156,1.6333361035778312e-08,2.121979591628817e-08
0,TNF,-5.734089,-2.9036973,9.803781267741468e-09,1.2772148373807633e-08
0,PTGER4,-5.7377787,-0.46534774,9.592634174251578e-09,1.2531881414272953e-08
0,ATG16L1,-5.7884183,-0.3355318,7.105237709048596e-09,9.308258339507796e-09
0,PCLAF,-5.8145065,-3.2312212,6.081300182932179e-09,7.989159063852079e-09
0,TMEM171,-5.997155,-4.25433,2.0080396529860136e-09,2.6528749218322263e-09
0,RORC,-6.009498,-3.6150978,1.860986756428871e-09,2.46554460103147e-09
0,TRIM26,-6.0166173,-0.42185277,1.7809957691892087e-09,2.3662521692627163e-09
0,CRIP2,-6.02832,-1.1801685,1.6567290724391463e-09,2.2074032243578397e-09
0,PITX1,-6.038977,-4.4667983,1.5509424181644048e-09,2.072341863587196e-09
0,TSPO,-6.060095,-1.502187,1.3604127288194148e-09,1.8229530566180156e-09
0,TMEM98,-6.1047087,-0.60949385,1.02988492557057e-09,1.3840000862252074e-09
0,IL33,-6.3255534,-0.3289244,2.523262661896612e-10,3.400603989739974e-10
0,POU5F1,-6.5224934,-1.6041075,6.914808545280464e-11,9.345951607309907e-11
0,MYRF,-6.5443945,-2.408166,5.973682547294121e-11,8.0972748979218e-11
0,IGFBP7,-7.1967773,0.6471139,6.165228921110368e-13,8.430006892130503e-13
0,BMP5,-7.2029357,-3.1154623,5.892976446087462e-13,8.081303956769065e-13
0,METRNL,-7.2136865,-0.8384669,5.445704879283735e-13,7.489840435143905e-13
0,ZFP90,-7.246546,-0.48118573,4.2753448994837864e-13,5.914857692796153e-13
0,ERCC1,-7.335442,-0.59522444,2.2099078727669605e-13,3.066410628188475e-13
0,IL6,-7.5867023,-2.3358514,3.28150093147117e-14,4.566836607893112e-14
0,CH25H,-7.6882577,-2.3672986,1.491522531472571e-14,2.0819168668471304e-14
0,STK11,-7.7523346,-0.27536583,9.021842494668836e-15,1.263057949253637e-14
0,LST1,-7.7899995,-3.0609953,6.70094495086179e-15,9.437667213075613e-15
0,SKAP2,-8.111723,-0.4355471,4.990679877102348e-16,7.050086934822293e-16
0,GZMB,-8.164576,-3.6043172,3.225671132693294e-16,4.570512873816178e-16
0,UNC5B,-8.231895,-1.5907941,1.8427383714474855e-16,2.6189221097238505e-16
0,HIPK1,-8.235729,-0.30003172,1.7846661478123601e-16,2.544098551136769e-16
0,SATB2,-8.327956,-1.8611093,8.22496468925808e-17,1.1760696461164755e-16
0,AP4B1,-8.427759,-0.8728442,3.523471704628241e-17,5.053541986148762e-17
0,TOP2A,-8.434828,-2.611087,3.316896591923394e-17,4.771854299423533e-17
0,IL34,-8.466253,-1.71447,2.534136684184184e-17,3.6569541688688685e-17
0,PFKFB4,-8.54297,-1.9878716,1.3081581300615118e-17,1.8935992685149663e-17
0,IL3RA,-8.652597,-1.4061117,5.03405162970952e-18,7.309505307534876e-18
0,SH2B1,-8.688605,-0.6990862,3.669172254313357e-18,5.344229153021629e-18
0,TNIP3,-8.69613,-3.1303387,3.433964400438072e-18,5.017225245499862e-18
0,CXCL11,-8.829072,-3.5360048,1.0554776541601981e-18,1.5469344368785404e-18
0,CEBPA,-8.844672,-2.6532195,9.179723984410585e-19,1.349620861657857e-18
0,C5orf30,-8.928379,-1.3482054,4.3229645754968483e-19,6.37569303744661e-19
0,TNFRSF9,-8.955364,-3.9416358,3.3861710197126e-19,5.009824000773531e-19
0,IGFBP3,-9.116053,-0.6948057,7.791024036846378e-20,1.1563260358484024e-19
0,HSD11B1,-9.131006,-2.3362496,6.786556025253481e-20,1.0104427859821848e-19
0,ZFP91,-9.163881,0.021801218,5.0063745925283576e-20,7.477674152534394e-20
0,TPSAB1,-9.182077,-1.3747946,4.228538806899918e-20,6.336053356025755e-20
0,FOLR2,-9.191865,-2.1950004,3.860875798272653e-20,5.80368829932652e-20
0,ZG16,-9.238789,-4.4000006,2.493029314635165e-20,3.7595844005269854e-20
0,SLC26A6,-9.319303,-1.3124073,1.1710774414509883e-20,1.7717268388403663e-20
0,LRRK2,-9.35089,-0.7300594,8.691347870358091e-21,1.3191722172161634e-20
0,SNAPC4,-9.594245,-1.0662049,8.4533497363484455e-22,1.2872146189439678e-21
0,CCL20,-9.709855,-4.0705876,2.7372600198161696e-22,4.181677359263139e-22
0,RPA3,-9.753477,-1.0404236,1.782563735947275e-22,2.7320993207819344e-22
0,RERGL,-9.983835,-3.0135193,1.7939590182896778e-23,2.758579605173308e-23
0,MUC4,-10.36893,-5.7119174,3.433486155425669e-25,5.314537976549964e-25
0,CCL25,-10.515417,-3.7574363,7.335575970049597e-26,1.1392003741567089e-25
0,CLEC3B,-10.537654,-2.5318797,5.792597887397039e-26,9.025675778037247e-26
0,ESRRA,-10.584175,-1.1109568,3.528740441202291e-26,5.516597556412915e-26
0,IMPDH2,-10.597488,-0.40201363,3.060887982129029e-26,4.8011921860150986e-26
0,BACH2,-10.663006,-1.1952765,1.516163795598583e-26,2.3861772487776354e-26
0,CDCA7,-11.256414,-3.906752,2.1534288920428413e-29,3.4005324928218604e-29
0,CYLD,-11.844055,-0.7076947,2.3100622721434618e-32,3.6726074767297747e-32
0,MIER1,-11.930613,-0.29255685,8.196824429916838e-33,1.3075886590581623e-32
0,GJA4,-11.961449,-2.660351,5.6566252584267254e-33,9.054461591133564e-33
0,MFN1,-12.250738,-0.49091092,1.6647432273076732e-34,2.692291633128616e-34
0,NOD2,-12.428455,-3.18685,1.8313953847320476e-35,2.972056870032285e-35
0,MFAP5,-12.481302,-2.296014,9.442924323379644e-36,1.5377539957170322e-35
0,GZMK,-12.497015,-3.1562366,7.750768834643896e-36,1.2665890534661977e-35
0,CCDC102B,-12.541702,-1.6629337,4.414080429039679e-36,7.238474549718913e-36
0,ZNF831,-12.550125,-4.096892,3.968821460318627e-36,6.53114829785767e-36
0,PDLIM5,-12.639762,-0.0129812695,1.2743995644869891e-36,2.104554210367598e-36
0,PDGFRA,-12.876681,-0.3861847,6.089832139698282e-38,1.0128125083398916e-37
0,PPP1R14B,-13.374388,-0.97687364,8.53532681344877e-41,1.4296672412526692e-40
0,LACC1,-13.611568,-1.659458,3.4182816042414205e-42,5.74614362863522e-42
0,LAMP3,-14.177134,-4.0581803,1.2692685079488186e-45,2.1490502896317544e-45
0,CD1C,-14.376736,-3.340989,7.243098471316052e-47,1.235277521108083e-46
0,CXCL10,-14.572631,-3.3927207,4.194227634220499e-48,7.179170658574505e-48
0,CDH13,-14.658088,-1.5404795,1.1959383439842997e-48,2.0545607447935404e-48
0,RBCK1,-15.202462,-0.7677702,3.405758475458212e-52,5.8724291359922844e-52
0,MICB,-15.272457,-3.0531166,1.166918979326055e-52,2.0195018498299625e-52
0,PHTF1,-15.305747,-1.1114188,6.999413536628256e-53,1.2158240550661676e-52
0,MMP19,-15.529465,-1.8562597,2.1920114336531317e-54,3.8217597114621516e-54
0,APOD,-15.69478,-1.3138928,1.6421104221764143e-55,2.8844561348342258e-55
0,ZFHX3,-15.794953,-0.88468695,3.3704470235049628e-56,5.965055298203123e-56
0,RUNX3,-16.282185,-4.0838056,1.3207062556940125e-59,2.355175794374494e-59
0,SERPINE1,-16.42209,-2.5801113,1.3290878041174245e-60,2.3791686264544737e-60
0,NXF1,-16.547604,-0.50665396,1.6660346747512123e-61,2.993755794859458e-61
0,CPA3,-16.571613,-1.8871907,1.1178675684241071e-61,2.016461113811178e-61
0,FLT4,-16.6466,-2.7393656,3.2029022849989632e-62,5.799850083646771e-62
0,PIM1,-16.652597,-0.94195056,2.8974746615669067e-62,5.2671147917630975e-62
0,MST1R,-16.80607,-2.336544,2.2030288452076234e-63,4.0203133400870636e-63
0,IL1R2,-16.816925,-4.2030735,1.834369292078116e-63,3.3606218671274863e-63
0,MUC1,-16.863829,-2.2585175,8.303232563368385e-64,1.527143557733244e-63
0,CXCL8,-16.941511,-5.0396876,2.223397034189727e-64,4.105406334783394e-64
0,ZBTB38,-16.954021,-0.10756145,1.7973061324000183e-64,3.3317651229075436e-64
0,KSR1,-17.088114,-1.1434796,1.8196213807093707e-65,3.386517569653551e-65
0,CXCL9,-17.424368,-3.6926053,5.3901471736858144e-68,1.007162957951652e-67
0,LYVE1,-17.518682,-1.3636034,1.031891691300302e-68,1.9358288128793666e-68
0,CA2,-17.72698,-2.594454,2.5961238129549607e-70,4.9096051140156316e-70
0,IRF6,-17.785961,-4.5483837,9.07915828108379e-71,1.7239373416308897e-70
0,APOBR,-17.956364,-4.4665685,4.279359641120737e-72,8.158616551567583e-72
0,EFCAB14,-18.025993,-0.32754967,1.218043626056543e-72,2.331683512736811e-72
0,KLK1,-18.294193,-5.432995,9.205516139788294e-75,1.769420930147832e-74
0,DUT,-18.469782,-0.50205374,3.615357292023071e-76,6.977788353740001e-76
0,FOS,-18.691664,-0.987619,5.787914643993257e-78,1.1263618124617585e-77
0,RASGRP1,-18.78513,-4.0997024,9.994135991732467e-79,1.9530207417177196e-78
0,CD3D,-18.990139,-4.3481336,2.057861447384631e-80,4.0551975580814784e-80
0,RANBP1,-19.009972,-0.599002,1.4103086503639705e-80,2.790863953673849e-80
0,GFI1,-19.095543,-4.069493,2.749796680082139e-81,5.46463831762086e-81
0,PODXL,-19.146692,-2.1320038,1.031319647740422e-81,2.05825070123514e-81
0,CLEC4A,-19.375973,-2.1382582,1.231125806012923e-83,2.4781030172534805e-83
0,ATOX1,-19.643576,-1.3471175,6.561141174897425e-86,1.326368625442626e-85
0,PLAUR,-19.692976,-3.2938619,2.477041396337713e-86,5.029144653170508e-86
0,CCDC3,-19.728758,-0.9089488,1.221326312176967e-86,2.4904436539608586e-86
0,PDPN,-19.810871,-0.9805456,2.398993788093513e-87,4.913223085658767e-87
0,CCL19,-19.846272,-5.5281,1.1868643328113814e-87,2.4414007547742888e-87
0,IL32,-19.970272,-3.689899,9.990952435357755e-89,2.0642099965562939e-88
0,PI4K2B,-20.051558,-1.3624505,1.9562022179553133e-89,4.077594845426853e-89
0,KLRB1,-20.197798,-3.7926562,1.0236082995723852e-90,2.1431798772296815e-90
0,RIPK2,-20.230516,-0.9067846,5.27482112268285e-91,1.1093682092099806e-90
0,CCL5,-20.42901,-2.9062057,9.235503513849891e-93,1.9599326461518548e-92
0,IL1B,-20.647934,-5.3885193,1.0188385215977472e-94,2.1719784846788338e-94
0,MMP9,-20.651657,-5.9911127,9.432766398733888e-95,2.0200764570804537e-94
0,SLC25A28,-20.847,-0.85378444,1.6228121053865012e-96,3.4912792542489408e-96
0,TRIM31,-20.934381,-5.3931355,2.604234194151383e-97,5.628506161552989e-97
0,CSF2RA,-20.942642,-3.0473497,2.189725675018557e-97,4.7545432480727e-97
0,TYROBP,-21.23138,-3.2276845,4.900128560764973e-100,1.068911765115708e-99
0,IRF5,-21.526045,-4.1359367,8.879513823987146e-103,1.955160555610315e-102
0,MUC2,-22.011292,-4.410493,2.2450131635373616e-107,4.9665621400897293e-107
0,ADM,-22.051104,-2.0924163,9.322245980169304e-108,2.0721011207106176e-107
0,RCN3,-22.536606,-2.0263288,1.8172421469060185e-112,4.077926157411113e-112
0,FOSL2,-23.015085,-0.97242105,3.292232271777431e-117,7.42335065126738e-117
0,ATG12,-23.236006,-1.1507932,1.9705439469990675e-119,4.4646623726693844e-119
0,SNRPG,-23.443167,-0.5086543,1.5520529290654298e-121,3.53355739675576e-121
0,PLAU,-23.481821,-2.924552,6.256364162142933e-122,1.4313340449000171e-121
0,PPM1G,-23.505547,-0.6568493,3.579410313185078e-122,8.229134494528439e-122
0,ATG7,-23.512285,-1.0759941,3.0541172742943965e-122,7.056064047507744e-122
0,ASH1L,-23.592958,-0.08049204,4.552168009847173e-123,1.0569142557516456e-122
0,CD79B,-23.723349,-5.852245,2.070697635300674e-124,4.855785954780081e-124
0,NFATC1,-24.126947,-1.1469578,1.3038016522532176e-128,3.072778768375674e-128
0,IGFBP6,-24.229156,-1.743948,1.0968067403138804e-129,2.611179498513756e-129
0,TBC1D14,-24.266113,-1.2188524,4.4699168139882266e-130,1.069587237632897e-129
0,STAT4,-24.610086,-3.5608716,9.851764511604837e-134,2.369475669714189e-133
0,PBX2,-24.838419,-0.35555866,3.449557945589156e-136,8.339395239594402e-136
0,NR5A2,-25.065374,-4.4450707,1.1869593436226408e-138,2.899395479994888e-138
0,PIM3,-25.841017,-2.585965,3.0700840148896914e-147,7.538583261692489e-147
0,HHEX,-25.845486,-2.6407428,2.734716388464337e-147,6.750431506261969e-147
0,MMP1,-26.037626,-4.533834,1.8578016516377558e-149,4.610100394804801e-149
0,XIAP,-26.874153,-0.864861,4.4046408519114536e-159,1.1106325588959525e-158
0,FAM3D,-26.989487,-5.814293,1.963701406587649e-160,4.978248430754634e-160
0,CD34,-27.365522,-1.1227645,7.058609273909084e-165,1.799178124708348e-164
0,GSDMB,-27.548546,-2.6165304,4.6065352321544334e-167,1.1805819802625297e-166
0,CD69,-27.922873,-4.6184487,1.4079649742279876e-171,3.628217433587506e-171
0,ADAM15,-28.001766,-1.4660124,1.546302423571532e-172,4.006717329585903e-172
0,TRAFD1,-28.584253,-1.050301,1.0545409666983315e-179,2.7476650743417635e-179
0,CCL2,-28.91909,-1.5612327,6.870733068462728e-184,1.8002088319044802e-183
0,CXCL1,-29.137135,-5.389951,1.2159718334638204e-186,3.2038808421041107e-186
0,SNX20,-29.929462,-4.1528716,8.142965730580826e-197,2.157655891323394e-196
0,VARS,-30.007904,-1.2138909,7.739486500453807e-198,2.0623972549504748e-197
0,COL1A1,-30.281391,0.40007022,2.01546017731102e-201,5.43247599516591e-201
0,HMGB2,-31.46507,-0.49752608,2.6115564817956014e-217,7.1210464532682384e-217
0,IDO1,-31.729183,-4.349528,6.152012022358927e-221,1.687306221337039e-220
0,SNRPD1,-32.06526,-0.72406256,1.3453292937698566e-225,3.7115261104591925e-225
0,BCL2,-32.17732,-1.7275447,3.6650684753393147e-227,1.01711071889594e-226
0,CDKN1A,-32.218414,-1.391229,9.74757138086704e-228,2.721197010492049e-227
0,PTPN22,-32.227745,-4.262581,7.214212896487835e-228,2.02602745416335e-227
0,NRBP1,-32.30035,-0.39553314,6.916328614841405e-229,1.9540711568437466e-228
0,KYNU,-32.550022,-4.0803638,2.0922516084298095e-232,5.9470666930520046e-232
0,SBNO2,-32.5849,-2.1288462,6.712295983958587e-233,1.931329335261704e-232
0,MYO10,-32.727074,-1.9554204,6.435683511300556e-235,1.8631701029629388e-234
0,ABCA7,-33.02286,-3.7930021,3.8162899130170715e-239,1.1117018442267122e-238
